Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
PokerStars,"toddy.Jm",3974765086,24.55,2026-02-22 12:30,2026-02-22 23:22,2884,2.45,H,No Limit,Normal,-27.00,1156,Bounty Progressive-Bounty Multi-Entry,USD,,39122,8,,"$27 Sunday Eliminator [Progressive KO], $80K Gtd",792,
iPoker,"todderaa1",1153914709,22.75,2026-02-22 13:30,2026-02-22 23:02,1100,2.25,H,No Limit,Normal,-25.00,1452,Bounty Deep-Stack Multi-Entry,EUR,,34330,8,,"€30,000 GTD BOUNTY KING",367,
iPoker,"todderaa1",1151130044,45.5,2026-02-22 14:00,2026-02-22 22:38,884,4.5,H,No Limit,Normal,-38.62,190,Bounty Deep-Stack Multi-Entry,EUR,,31124,8,11.38,"#10|SUNDAY KNOCKOUT €50,000",258,11.38
PokerStars(FR-ES-PT),"todderaa",3975957785,90.0,2026-02-22 14:00,2026-02-22 21:14,493,10.0,H,No Limit,Normal,-100.00,565,6-Max Bounty Progressive-Bounty Multi-Entry,EUR,,26091,6,,"Carnaval Series-03: €100 Sunday Bounty [Progressive KO, 6-Max], €50,000 guaranteed",83,
iPoker,"todderaa1",1152576465,45.5,2026-02-11 15:00,2026-02-11 23:13,382,4.5,H,No Limit,Normal,-50.00,449,Bounty Progressive-Bounty Deep-Stack Multi-Entry,EUR,,29638,8,,"€20,000 GTD DAILY PKO MAIN",129,
iPoker,"todderaa1",1152565092,22.75,2026-02-11 13:30,2026-02-11 22:14,550,2.25,H,No Limit,Normal,-25.00,674,Bounty Deep-Stack Multi-Entry,EUR,,31487,8,,"€15,000 GTD BOUNTY KING",134,
PokerStars,"toddy.Jm",3972618325,9.8,2026-02-11 14:30,2026-02-11 22:02,1756,1.2,H,No Limit,Normal,-11.00,1138,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,27141,8,,"Mystery Bounty $11, $20K Gtd",455,
PokerStars,"toddy.Jm",3972618319,24.55,2026-02-11 12:30,2026-02-11 21:41,1025,2.45,H,No Limit,Normal,164.37,20,Bounty Progressive-Bounty Multi-Entry,USD,,33088,8,191.37,"$27 Daily Eliminator [Progressive KO], $25K Gtd",242,115.14
PokerStars,"toddy.Jm",3972620426,9.8,2026-02-11 13:30,2026-02-11 21:07,1481,1.2,H,No Limit,Normal,-11.00,1556,Bounty Progressive-Bounty Multi-Entry,USD,,27428,8,,"Bounty Builder $11, $15K Gtd",329,
iPoker,"todderaa1",1153279859,18.2,2026-02-11 10:00,2026-02-11 18:22,490,1.8,H,No Limit,Normal,-20.00,595,Bounty Deep-Stack Multi-Entry,EUR,,30169,8,,"€10,000 GTD 8-MAX",190,
PokerStars,"toddy.Jm",3969272818,20.0,2026-02-08 15:05,2026-02-09 19:23,12430,2.0,H,No Limit,Normal,-22.00,3762,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,101922,8,,"SCOOP Warm-Up 33-L: $22 NLHE [Mystery Sunday Special] - 2-Day Event, $250K Gtd",4037,
PokerStars,"toddy.Jm",3969272812,20.0,2026-02-08 12:30,2026-02-09 00:19,5757,2.0,H,No Limit,Normal,71.49,494,Bounty Progressive-Bounty Multi-Entry,USD,,42554,8,93.49,"SCOOP Warm-Up 31-L: $22 NLHE [Progressive KO, StacKOsaurus], $100K Gtd",2304,65.0
iPoker,"todderaa1",1152203494,22.75,2026-02-08 13:30,2026-02-08 23:09,1089,2.25,H,No Limit,Normal,-13.62,1094,Bounty Deep-Stack Multi-Entry,EUR,,34751,8,11.38,"€30,000 GTD BOUNTY KING",327,11.38
PokerStars,"toddy.Jm",3969272816,50.0,2026-02-08 14:30,2026-02-08 22:59,3762,5.0,H,No Limit,Normal,-55.00,4656,Bounty Progressive-Bounty Multi-Entry,USD,,30558,8,,"SCOOP Warm-Up 32-M: $55 NLHE [Progressive KO, Mini Bounty Builder HR], $250K Gtd",1356,
PokerStars,"toddy.Jm",3970440366,24.55,2026-02-08 12:15,2026-02-08 21:39,2009,2.45,H,No Limit,Normal,-27.00,1337,Bounty Progressive-Bounty Multi-Entry,USD,,33882,8,,"$27 Sunday Eliminator [Progressive KO], $60K Gtd",499,
iPoker,"todderaa1",1152194448,27.3,2026-02-08 12:00,2026-02-08 19:44,997,2.7,H,No Limit,Normal,-23.17,576,Bounty Deep-Stack Multi-Entry,EUR,,27870,8,6.83,"€30,000 GTD SUNDAY ELIMINATOR",296,6.83
PokerStars(FR-ES-PT),"todderaa",3967126269,13.5,2026-02-05 15:00,2026-02-05 23:39,1531,1.5,H,No Limit,Normal,-15.00,783,Bounty Progressive-Bounty Multi-Entry,EUR,,31179,8,,"MicroMillions-117: €15 Bounty Hero [Progressive KO, 8-Max], €25,000 guaranteed",499,
PokerStars(FR-ES-PT),"todderaa",3967126268,9.0,2026-02-05 14:00,2026-02-05 22:33,1852,1.0,H,No Limit,Normal,-10.00,2015,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,EUR,,30827,9,,"MicroMillions-116: €10 Giga Stack [Mystery Bounty], €20,000 guaranteed",713,
PokerStars,"toddy.Jm",3970440136,24.55,2026-02-05 12:30,2026-02-05 21:50,1105,2.45,H,No Limit,Normal,-20.88,387,Bounty Progressive-Bounty Multi-Entry,USD,,33659,8,6.12,"$27 Daily Eliminator [Progressive KO], $30K Gtd",257,6.12
WPN,"todderaa",34460665,25.0,2026-02-05 13:15,2026-02-05 20:28,765,2.5,H,No Limit,Normal,-27.50,672,Bounty Progressive-Bounty Multi-Entry,USD,,25986,8,,"Big Poker Thursdays PKO - $20,000 GTD",243,
iPoker,"todderaa1",1152553554,9.1,2026-02-05 11:30,2026-02-05 18:29,967,0.9,H,No Limit,Normal,-10.00,1201,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,25149,7,,"€11,000 GTD MYSTERY",481,
iPoker,"todderaa1",1152553551,22.75,2026-02-05 11:30,2026-02-05 18:22,435,2.25,H,No Limit,Normal,149.97,8,Bounty Deep-Stack Multi-Entry,EUR,,24756,8,174.97,"€10,000 GTD SUPER XL",105,29.87
PokerStars,"toddy.Jm",3970440070,20.0,2026-02-04 14:02,2026-02-04 21:13,748,2.0,H,No Limit,Normal,-17.00,477,Bounty Progressive-Bounty Multi-Entry,USD,,25917,7,5.0,"$22 Wednesday Chameleon [7-Max, 50% Progressive KO], $15K Gtd",141,5.0
PokerStars,"toddy.Jm",3968327639,9.8,2026-02-01 16:00,2026-02-02 19:24,5823,1.2,H,No Limit,Normal,-11.00,4675,Bounty Progressive-Bounty Multi-Entry,USD,,98696,8,,"$11 Sunday Storm [Progressive KO], $80K Gtd - 2-Day Event",2327,
PokerStars,"toddy.Jm",3968327635,20.0,2026-02-01 15:00,2026-02-02 16:37,3341,2.0,H,No Limit,Normal,-22.00,2344,Bounty Progressive-Bounty Multi-Entry,USD,,92269,8,,"$22 Mini Sunday Million, $80K Gtd - Progressive KO - 2-Day Event",820,
WPN,"todderaa",34317052,30.0,2026-02-01 15:30,2026-02-02 01:45,2002,3.0,H,No Limit,Normal,-33.00,1713,Bounty Progressive-Bounty Multi-Entry,USD,,36912,8,,"MOSS PKO - $75,000 GTD",726,
WPN,"todderaa",34317064,20.0,2026-02-01 14:30,2026-02-02 01:34,3203,2.0,H,No Limit,Normal,-22.00,2667,Multi-Entry,USD,,39846,8,,"MOSS - $100,000 GTD",1821,
PokerStars,"toddy.Jm",3969272727,20.0,2026-02-01 12:30,2026-02-02 00:51,6486,2.0,H,No Limit,Normal,-22.00,5252,Bounty Progressive-Bounty Multi-Entry,USD,,44490,8,,"SCOOP Warm-Up 02-L: $22 NLHE [Progressive KO, StacKOsaurus], $100K Gtd",2670,
PokerStars,"toddy.Jm",3969272731,50.0,2026-02-01 14:30,2026-02-02 00:32,4159,5.0,H,No Limit,Normal,-55.00,3979,Bounty Progressive-Bounty Multi-Entry,USD,,36137,8,,"SCOOP Warm-Up 03-M: $55 NLHE [Progressive KO, Mini Bounty Builder HR], $250K Gtd",1459,
PokerStars(FR-ES-PT),"todderaa",3967126220,90.0,2026-02-01 16:00,2026-02-02 00:28,1216,10.0,H,No Limit,Normal,60.47,175,Bounty Progressive-Bounty Multi-Entry,EUR,,30491,8,160.47,"MicroMillions-81: €100 Sunday Special [Progressive KO, 8-Max], €100,000 guaranteed",195,73.12
iPoker,"todderaa1",1151358405,22.75,2026-02-01 13:30,2026-02-01 23:20,1227,2.25,H,No Limit,Normal,-13.62,279,Bounty Deep-Stack Multi-Entry,EUR,,35422,8,11.38,"€30,000 GTD BOUNTY KING",459,11.38
PokerStars,"toddy.Jm",3968327623,24.55,2026-02-01 12:15,2026-02-01 22:49,2096,2.45,H,No Limit,Normal,-27.00,1359,Bounty Progressive-Bounty Multi-Entry,USD,,38084,8,,"$27 Sunday Eliminator [Progressive KO], $60K Gtd",538,
iPoker,"todderaa1",1151396270,45.5,2026-02-01 14:00,2026-02-01 22:43,742,4.5,H,No Limit,Normal,-50.00,358,Bounty Progressive-Bounty Deep-Stack Multi-Entry,EUR,,31401,8,,"€40,000 | SUNDAY MAIN PKO",197,
iPoker,"todderaa1",1151384655,45.5,2026-02-01 12:00,2026-02-01 22:41,1671,4.5,H,No Limit,Normal,-50.00,2214,Bounty Deep-Stack Multi-Entry,EUR,,38517,8,,"€100,000 GTD SUNDAY ULTRA",686,
PokerStars(FR-ES-PT),"todderaa",3967126209,27.0,2026-02-01 13:00,2026-02-01 21:41,1601,3.0,H,No Limit,Normal,41.26,198,Bounty Progressive-Bounty Deep-Stack Multi-Entry,EUR,,31279,8,71.26,"MicroMillions-73: €30 Deep PKO [Progressive KO, 8-Max], €50,000 guaranteed",373,40.49
PokerStars(FR-ES-PT),"todderaa",3967126212,18.0,2026-02-01 14:00,2026-02-01 21:18,1513,2.0,H,No Limit,Normal,-20.00,1456,6-Max Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,EUR,,26312,6,,"MicroMillions-76: €20 Mega Mystery [Mystery Bounty, 6-Max], €25,000 guaranteed",597,
iPoker,"todderaa1",1152075724,22.75,2026-02-01 11:30,2026-02-01 18:46,549,2.25,H,No Limit,Normal,-25.00,308,Bounty Deep-Stack Multi-Entry,EUR,,26195,8,,"€10,000 GTD SUPER XL",132,
GGNetwork,"todderaa",260243343,9.94,2026-01-31 15:30,2026-02-01 01:32,3454,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,36172,8,,"Bounty Hunters 30 Grand $10.80",1007,
GGNetwork,"todderaa",260237548,13.8,2026-01-31 15:05,2026-02-01 00:15,7508,1.2,H,No Limit,Normal,-15.00,,Bounty Deep-Stack Multi-Entry,USD,,33001,8,,"Mini Saturday Knockout $15 [Bounty]",2885,
PokerStars,"toddy.Jm",3968327540,20.0,2026-01-31 15:30,2026-02-01 00:02,2115,2.0,H,No Limit,Normal,-12.00,1740,Bounty Progressive-Bounty Multi-Entry,USD,,30744,8,10.0,"$22 Mini Saturday KO, $50K Gtd",630,10.0
GGNetwork,"todderaa",260229408,19.87,2026-01-31 14:30,2026-01-31 23:40,4005,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,33033,8,,"Bounty Hunters Big Game $21.60",1112,
PokerStars,"toddy.Jm",3969842021,14.7,2026-01-31 15:30,2026-01-31 22:30,1241,1.8,H,No Limit,Normal,-3.90,401,Bounty Progressive-Bounty Multi-Entry,USD,,25224,8,12.6,"Bounty Builder $16.50 [Saturday Special], $20K Gtd",248,12.6
PokerStars,"toddy.Jm",3968327524,24.55,2026-01-31 12:30,2026-01-31 22:28,1626,2.45,H,No Limit,Normal,41.86,223,Bounty Progressive-Bounty Multi-Entry,USD,,35925,8,68.86,"$27 Saturday Eliminator [Progressive KO], $50K Gtd",428,42.84
GGNetwork,"todderaa",260209463,9.2,2026-01-31 13:05,2026-01-31 22:17,1846,0.8,H,No Limit,Normal,-10.00,,Multi-Entry,USD,,33139,8,,"Daily Special $10",551,
GGNetwork,"todderaa",261244799,23.0,2026-01-31 12:00,2026-01-31 22:16,7443,2.0,H,No Limit,Normal,-12.50,3755,Bounty,USD,,37007,8,12.5,"$25 GGMasters Bounty Warm-Up Special",,
GGNetwork,"todderaa",260201844,13.8,2026-01-31 12:30,2026-01-31 21:13,4533,1.2,H,No Limit,Normal,-15.00,,Bounty Multi-Entry,USD,,31427,8,,"Bounty Hunters Special $15",1364,
PokerStars,"toddy.Jm",3969841997,9.8,2026-01-31 13:30,2026-01-31 21:09,1992,1.2,H,No Limit,Normal,-7.30,716,Bounty Progressive-Bounty Multi-Entry,USD,,27544,8,3.7,"Bounty Builder $11 [Saturday Special], $20K Gtd",476,3.7
GGNetwork,"todderaa",260225607,8.17,2026-01-31 14:15,2026-01-31 20:09,3782,0.71,H,No Limit,Turbo,-4.88,3726,Bounty Deep-Stack Multi-Entry,USD,,21240,8,4.0,"Bounty Hunters Deepstack Turbo $8.88",987,
iPoker,"todderaa1",1151949798,22.75,2026-01-31 11:30,2026-01-31 18:32,410,2.25,H,No Limit,Normal,-25.00,250,Bounty Deep-Stack Multi-Entry,EUR,,25325,8,,"€10,000 GTD SUPER XL",103,
GGNetwork,"todderaa",259293758,19.87,2026-01-27 14:30,2026-01-27 23:18,3559,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,31711,8,,"Bounty Hunters Big Game $21.60",1163,
PokerStars,"toddy.Jm",3968327202,24.55,2026-01-27 12:30,2026-01-27 22:07,1005,2.45,H,No Limit,Normal,-27.00,871,Bounty Progressive-Bounty Multi-Entry,USD,,34660,8,,"$27 Daily Eliminator [Progressive KO], $25K Gtd",234,
GGNetwork,"todderaa",258198922,23.0,2026-01-27 12:00,2026-01-27 21:55,6579,2.0,H,No Limit,Normal,-25.00,5014,Bounty,USD,,35706,8,,"$25 GGMasters Bounty Warm-Up Special",,
PokerStars,"toddy.Jm",3968329600,9.8,2026-01-27 13:30,2026-01-27 21:21,1435,1.2,H,No Limit,Normal,-11.00,1009,Bounty Progressive-Bounty Multi-Entry,USD,,28276,8,,"Bounty Builder $11, $15K Gtd",331,
GGNetwork,"todderaa",259271189,13.8,2026-01-27 12:30,2026-01-27 20:49,3672,1.2,H,No Limit,Normal,-30.00,,Bounty Multi-Entry,USD,,29946,8,,"Bounty Hunters Special $15",1112,
GGNetwork,"todderaa",259260621,8.17,2026-01-27 11:30,2026-01-27 19:22,2290,0.71,H,No Limit,Normal,-8.88,,Bounty Multi-Entry,USD,,28368,8,,"Bounty Hunters Special $8.88",577,
WPN,"todderaa",34400575,25.0,2026-01-27 13:30,2026-01-27 19:11,422,2.5,H,No Limit,Normal,-27.50,275,Bounty Progressive-Bounty Multi-Entry,USD,,20479,8,,"PKO - $10,000 GTD",94,
iPoker,"todderaa1",1151494244,22.75,2026-01-27 11:30,2026-01-27 18:34,373,2.25,H,No Limit,Normal,-5.08,97,Bounty Deep-Stack Multi-Entry,EUR,,25445,8,19.92,"€10,000 GTD SUPER XL",74,19.92
GGNetwork,"todderaa",258198910,23.0,2026-01-26 16:00,2026-01-27 02:35,5094,2.0,H,No Limit,Normal,-25.00,4629,Bounty,USD,,38120,8,,"$25 GGMasters Bounty Special",,
GGNetwork,"todderaa",259080360,9.94,2026-01-26 15:30,2026-01-27 01:32,3260,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,36131,8,,"Bounty Hunters 30 Grand $10.80",938,
WPN,"todderaa",34316981,15.0,2026-01-26 16:05,2026-01-27 01:22,1096,1.5,H,No Limit,Normal,-16.50,1063,Bounty Progressive-Bounty Multi-Entry,USD,,33456,8,,"MOSS PKO - $20,000 GTD",432,
iPoker,"todderaa1",1148581865,28.0,2026-01-25 13:30,2026-01-27 00:36,2520,2.0,H,No Limit,Normal,-30.00,3852,Bounty Deep-Stack Multi-Entry,EUR,,126374,8,,"€100,000 GTD KNOCKOUT MASTERS",1822,
GGNetwork,"todderaa",259074663,13.8,2026-01-26 15:05,2026-01-26 23:42,2450,1.2,H,No Limit,Normal,-15.00,,Deep-Stack Multi-Entry,USD,,31071,8,,"Mini Monday Monster Stack $15",738,
GGNetwork,"todderaa",259066591,19.87,2026-01-26 14:30,2026-01-26 23:21,3912,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,31891,8,,"Bounty Hunters Big Game $21.60",1106,
PokerStars,"toddy.Jm",3968329620,14.7,2026-01-26 15:30,2026-01-26 23:07,1028,1.8,H,No Limit,Normal,-16.50,717,Bounty Progressive-Bounty Multi-Entry,USD,,27469,8,,"Bounty Builder $16.50, $15K Gtd",167,
PokerStars,"toddy.Jm",3968327132,20.0,2026-01-26 15:30,2026-01-26 22:57,995,2.0,H,No Limit,Normal,231.52,14,6-Max Bounty Progressive-Bounty Multi-Entry,USD,,26844,6,253.52,"$22 Mini Monday 6-Max [Progressive KO], $20K Gtd",244,143.11
PokerStars,"toddy.Jm",3968327125,9.8,2026-01-26 14:30,2026-01-26 22:28,2231,1.2,H,No Limit,Normal,-11.00,1941,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,28686,8,,"Mystery Bounty $11, $25K Gtd",676,
GGNetwork,"todderaa",258198907,23.0,2026-01-26 12:00,2026-01-26 22:26,6969,2.0,H,No Limit,Normal,-12.50,2578,Bounty,USD,,37619,8,12.5,"$25 GGMasters Bounty Warm-Up Special",,
GGNetwork,"todderaa",258198012,13.8,2026-01-26 12:30,2026-01-26 22:10,6591,1.2,H,No Limit,Normal,-15.00,,Bounty Multi-Entry,USD,,34824,8,,"$15 Bounty Hunters Holiday Special",2563,
GGNetwork,"todderaa",259091214,8.17,2026-01-26 16:15,2026-01-26 22:06,2167,0.71,H,No Limit,Turbo,-8.88,,Bounty Deep-Stack Multi-Entry,USD,,21069,8,,"Bounty Hunters Deepstack Turbo $8.88",479,
PokerStars,"toddy.Jm",3968327118,24.55,2026-01-26 12:30,2026-01-26 21:44,1218,2.45,H,No Limit,Normal,-20.88,306,Bounty Progressive-Bounty Multi-Entry,USD,,33258,8,6.12,"$27 Daily Eliminator [Progressive KO], $30K Gtd",285,6.12
PokerStars,"toddy.Jm",3968327123,20.0,2026-01-26 14:02,2026-01-26 21:32,697,2.0,H,No Limit,Normal,-19.50,265,Bounty Progressive-Bounty Multi-Entry,USD,,27036,8,2.5,"$22 Monday Chameleon [8-Max, 25% Progressive KO], $15K Gtd",129,2.5
GGNetwork,"todderaa",259063060,8.17,2026-01-26 14:15,2026-01-26 20:29,3463,0.71,H,No Limit,Turbo,-8.88,,Bounty Deep-Stack Multi-Entry,USD,,22475,8,,"Bounty Hunters Deepstack Turbo $8.88",889,
WPN,"todderaa",34386524,25.0,2026-01-26 12:45,2026-01-26 20:21,726,2.5,H,No Limit,Normal,-27.50,649,Bounty Progressive-Bounty Multi-Entry,USD,,27360,8,,"Must Play Mondays PKO - $20,000 GTD",239,
iPoker,"todderaa1",1151381860,22.75,2026-01-26 11:30,2026-01-26 18:42,463,2.25,H,No Limit,Normal,-25.00,404,Bounty Deep-Stack Multi-Entry,EUR,,25948,8,,"€10,000 GTD SUPER XL",101,
iPoker,"todderaa1",1151381858,9.1,2026-01-26 11:30,2026-01-26 18:20,972,0.9,H,No Limit,Normal,159.56,31,Bounty Deep-Stack Mystery-Bounty Multi-Entry,EUR,,24610,7,169.56,"€11,000 GTD MYSTERY",431,140.9
PokerStars,"toddy.Jm",3966199162,20.0,2026-01-25 15:00,2026-01-26 16:37,3884,2.0,H,No Limit,Normal,-17.00,3510,Bounty Progressive-Bounty Multi-Entry,USD,,92235,8,5.0,"$22 Mini Sunday Million, $80K Gtd - Progressive KO - 2-Day Event",1101,5.0
GGNetwork,"todderaa",258837830,13.8,2026-01-25 15:00,2026-01-26 02:09,8105,1.2,H,No Limit,Normal,82.27,221,Multi-Entry,USD,,40194,8,97.27,"Sunday Hundred Grand $15, $100K GTD",2863,
PokerStars,"toddy.Jm",3966199161,50.0,2026-01-25 14:30,2026-01-26 00:17,3538,5.0,H,No Limit,Normal,36.63,576,Bounty Progressive-Bounty Multi-Entry,USD,,35252,8,91.63,"$55 Mini Bounty Builder HR [Progressive KO], $200K Gtd / Adjusted Structure!",1283,37.5
GGNetwork,"todderaa",258819232,49.68,2026-01-25 13:30,2026-01-26 00:03,14057,4.32,H,No Limit,Normal,8.50,8762,Bounty Deep-Stack Multi-Entry,USD,,38024,8,62.5,"Bounty Hunters Sunday Main Event $54, $750K GTD",7372,
GGNetwork,"todderaa",258197976,23.0,2026-01-25 12:00,2026-01-25 23:12,7413,2.0,H,No Limit,Normal,-25.00,,Deep-Stack Multi-Entry,USD,,40354,8,,"$25 Mini Winter GRAND PRIX",2768,
PokerStars,"toddy.Jm",3966199146,24.55,2026-01-25 12:30,2026-01-25 23:11,2864,2.45,H,No Limit,Normal,-27.00,1643,Bounty Progressive-Bounty Multi-Entry,USD,,38504,8,,"$27 Sunday Eliminator [Progressive KO], $80K Gtd",766,
GGNetwork,"todderaa",258807620,9.94,2026-01-25 12:30,2026-01-25 22:24,10629,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,35666,8,,"Bounty Hunters Sunday Special $10.80",4402,
PokerStars,"toddy.Jm",3966199147,20.0,2026-01-25 13:05,2026-01-25 21:29,1986,2.0,H,No Limit,Normal,-22.00,2343,Multi-Entry,USD,,30266,8,,"$22 Mini Sunday Warm-Up, $50K Gtd / New Tournament!",607,
GGNetwork,"todderaa",258111071,9.94,2026-01-22 15:30,2026-01-23 01:29,3018,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,35973,8,,"Bounty Hunters 30 Grand $10.80",878,
GGNetwork,"todderaa",258105936,13.8,2026-01-22 15:05,2026-01-23 00:30,5293,1.2,H,No Limit,Normal,-15.00,,Bounty Deep-Stack Multi-Entry,USD,,33950,8,,"Mini Thursday Throwdown $15 [Bounty]",1811,
GGNetwork,"todderaa",258098626,19.87,2026-01-22 14:30,2026-01-22 23:07,3477,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,31063,8,,"Bounty Hunters Big Game $21.60",946,
GGNetwork,"todderaa",258197877,13.8,2026-01-22 12:30,2026-01-22 21:43,6322,1.2,H,No Limit,Normal,4.36,953,Bounty Multi-Entry,USD,,33192,8,19.36,"$15 Bounty Hunters Holiday Special",2486,
GGNetwork,"todderaa",258081329,9.2,2026-01-22 13:05,2026-01-22 21:30,1790,0.8,H,No Limit,Normal,-10.00,,Multi-Entry,USD,,30318,8,,"Daily Special $10",517,
PokerStars,"toddy.Jm",3967744874,9.8,2026-01-22 13:30,2026-01-22 21:13,1526,1.2,H,No Limit,Normal,-11.00,1105,Bounty Progressive-Bounty Multi-Entry,USD,,27818,8,,"Bounty Builder $11, $15K Gtd",337,
WPN,"todderaa",34370197,15.0,2026-01-22 12:15,2026-01-22 20:27,582,1.5,H,No Limit,Normal,-16.50,536,Multi-Entry,USD,,29549,8,,"Big Poker Thursdays - $10,000 GTD",248,
GGNetwork,"todderaa",258095510,8.17,2026-01-22 14:15,2026-01-22 20:22,3288,0.71,H,No Limit,Turbo,-8.88,,Bounty Deep-Stack Multi-Entry,USD,,22069,8,,"Bounty Hunters Deepstack Turbo $8.88",872,
iPoker,"todderaa1",1150241863,11.38,2026-01-22 13:30,2026-01-22 19:15,353,1.12,H,No Limit,Normal,-12.50,367,Bounty Deep-Stack Multi-Entry,EUR,,20732,8,,"€3,000 GTD Bounty Hunter",71,
GGNetwork,"todderaa",257878443,9.94,2026-01-21 15:30,2026-01-22 00:53,3201,0.86,H,No Limit,Normal,-10.80,,Bounty Multi-Entry,USD,,33792,8,,"Bounty Hunters 30 Grand $10.80",895,
GGNetwork,"todderaa",258197854,13.8,2026-01-21 15:05,2026-01-22 00:18,11289,1.2,H,No Limit,Normal,-15.00,,Bounty Deep-Stack Mystery-Bounty Multi-Entry,USD,,33185,8,,"$15 Winter Wonderbox [Mystery Bounty]",8203,
GGNetwork,"todderaa",257864302,19.87,2026-01-21 14:30,2026-01-21 23:18,3589,1.73,H,No Limit,Normal,-21.60,,Bounty Deep-Stack Multi-Entry,USD,,31715,8,,"Bounty Hunters Big Game $21.60",1057,
