Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
PokerStars(FR-ES-PT),"NeverLostFlip",3983883042,27.0,2026-04-10 15:00,2026-04-10 20:46,345,3.0,H,No Limit,Normal,-60.00,348,Multi-Entry,EUR,,20774,9,,"SCOOP-138: €30 GigaStack, €10,000 guaranteed",87,
PokerStars,"$ampaioBruno",3988616306,24.55,2026-04-10 11:30,2026-04-10 20:39,885,2.45,H,No Limit,Normal,2.26,139,Bounty Progressive-Bounty Multi-Entry,USD,,32979,8,29.26,"$27 Daily Eliminator [Progressive KO], $25K Gtd",206,6.12
PokerStars(FR-ES-PT),"NeverLostFlip",3983883040,18.0,2026-04-10 14:00,2026-04-10 20:25,604,2.0,H,No Limit,Normal,18.59,102,Multi-Entry,EUR,,23135,8,38.59,"SCOOP-136: €20 April Showers [8-Max], €12,500 guaranteed",161,
PokerStars(FR-ES-PT),"NeverLostFlip",3983883039,9.0,2026-04-10 13:00,2026-04-10 20:14,1741,1.0,H,No Limit,Normal,-6.63,1359,6-Max Bounty Progressive-Bounty Multi-Entry,EUR,,26092,6,3.37,"SCOOP-135: €10 Mini Blossom [Progressive KO, 6-Max], €17,500 guaranteed",727,3.37
PokerStars,"$ampaioBruno",3988616336,52.38,2026-04-10 18:02,2026-04-10 20:09,201,2.62,H,No Limit,Super Turbo,38.45,40,6-Max Multi-Entry,USD,,7629,6,93.45,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $10K Gtd",66,
PartyPoker,"Tbspurin",419957803,20.0,2026-04-10 14:05,2026-04-10 19:25,346,2.0,H,No Limit,Normal,-17.00,101,Bounty Multi-Entry,USD,,19224,9,5.0,"Daily Legends Predator: $7.5K Gtd",55,5.0
PokerStars,"$ampaioBruno",3988616310,20.0,2026-04-10 13:02,2026-04-10 19:16,812,2.0,H,No Limit,Normal,-22.00,288,6-Max Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,22446,6,,"$22 Friday Chameleon [6-Max, Mystery Quarter, Win The Button], $20K Gtd",250,
WPN,"runnerB",34855937,15.0,2026-04-10 11:15,2026-04-10 18:00,300,1.5,H,No Limit,Normal,-33.00,197,Multi-Entry,USD,1,24343,8,,"$6,000 GTD",70,
WPN,"runnerB",34856196,25.0,2026-04-10 12:15,2026-04-10 17:41,405,2.5,H,No Limit,Normal,-55.00,199,Bounty Progressive-Bounty Multi-Entry,USD,1,19591,8,,"PKO - $10,000 GTD",89,
PokerStars,"$ampaioBruno",3988616239,20.0,2026-04-09 14:30,2026-04-09 23:04,1771,2.0,H,No Limit,Normal,-31.50,1230,Bounty Progressive-Bounty Multi-Entry,USD,,30896,8,,"$22 Mini Thursday Thrill [Progressive KO], $40K Gtd",482,7.5
PokerStars,"$ampaioBruno",3988616239,20.0,2026-04-09 14:30,2026-04-09 23:04,1771,2.0,H,No Limit,Normal,-31.50,1977,Bounty Progressive-Bounty Multi-Entry,USD,,30896,8,,"$22 Mini Thursday Thrill [Progressive KO], $40K Gtd",482,5.0
WPN,"runnerB",34850236,30.0,2026-04-09 13:30,2026-04-09 22:39,611,3.0,H,No Limit,Normal,-66.00,209,Multi-Entry,USD,1,32984,8,,"Big Poker Thursdays - $25,000 GTD",255,
PokerStars(FR-ES-PT),"NeverLostFlip",3983883032,18.0,2026-04-09 15:30,2026-04-09 22:32,1052,2.0,H,No Limit,Normal,-20.00,622,Bounty Progressive-Bounty Multi-Entry,EUR,,25352,8,,"SCOOP-129: €20 Storm [Progressive KO, 8-Max], €20,000 guaranteed",295,
iPoker,"noname2323",1158441351,22.75,2026-04-09 14:30,2026-04-09 22:30,451,2.25,H,No Limit,Normal,216.43,12,Deep-Stack Multi-Entry,EUR,,28828,8,241.43,"TFO|€10,000 THURSDAY SPECIAL",186,
WPN,"runnerB",34850701,15.0,2026-04-09 15:05,2026-04-09 22:10,445,1.5,H,No Limit,Normal,-10.87,142,Bounty Progressive-Bounty Multi-Entry,USD,,25510,8,5.63,"Big Poker Thursdays PKO - $7,500 GTD",127,5.63
PokerStars(FR-ES-PT),"NeverLostFlip",3983883036,18.0,2026-04-09 17:00,2026-04-09 22:04,903,2.0,H,No Limit,Turbo,-20.00,798,6-Max Bounty Progressive-Bounty Multi-Entry,EUR,,18287,6,,"SCOOP-132: €20 GigaStack [Progressive KO, 6-Max, Turbo], €17,500 guaranteed",222,
PokerStars,"$ampaioBruno",3990275305,14.7,2026-04-09 14:30,2026-04-09 21:25,973,1.8,H,No Limit,Normal,-16.50,651,Bounty Progressive-Bounty Multi-Entry,USD,,24935,8,,"Bounty Builder $16.50, $15K Gtd",143,
iPoker,"noname2323",1159253167,22.75,2026-04-09 12:30,2026-04-09 20:24,493,2.25,H,No Limit,Normal,-25.00,282,Bounty Deep-Stack Multi-Entry,EUR,,28452,8,,"€12,500 GTD BOUNTY KING",92,
PokerStars(FR-ES-PT),"NeverLostFlip",3983883029,27.0,2026-04-09 14:00,2026-04-09 20:19,824,3.0,H,No Limit,Normal,-30.00,232,6-Max Bounty Progressive-Bounty Multi-Entry,EUR,,22784,6,,"SCOOP-126: €30 Bounty Champion [Progressive KO, 6-Max], €25,000 guaranteed",195,
PokerStars,"$ampaioBruno",3988616257,52.38,2026-04-09 18:02,2026-04-09 20:04,283,2.62,H,No Limit,Super Turbo,-110.00,151,6-Max Multi-Entry,USD,,7355,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $15K Gtd",68,
PokerStars,"$ampaioBruno",3988616257,52.38,2026-04-09 18:02,2026-04-09 20:04,283,2.62,H,No Limit,Super Turbo,-110.00,334,6-Max Multi-Entry,USD,,7355,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $15K Gtd",68,
WPN,"runnerB",34849575,15.0,2026-04-09 11:15,2026-04-09 19:53,708,1.5,H,No Limit,Normal,-16.50,304,Multi-Entry,USD,,31103,8,,"Big Poker Thursdays - $15,000 GTD",310,
WPN,"runnerB",34849859,25.0,2026-04-09 12:15,2026-04-09 19:43,657,2.5,H,No Limit,Normal,1925.58,2,Bounty Progressive-Bounty Multi-Entry,USD,,26923,8,1953.08,"Big Poker Thursdays PKO - $20,000 GTD",214,315.43
PokerStars,"$ampaioBruno",3988616228,20.0,2026-04-09 13:02,2026-04-09 19:35,422,2.0,H,No Limit,Normal,443.69,5,6-Max Multi-Entry,USD,,23601,6,465.69,"$22 Thursday Chameleon, $10K Gtd",105,
PokerStars,"$ampaioBruno",3988616228,20.0,2026-04-09 13:02,2026-04-09 19:35,422,2.0,H,No Limit,Normal,443.69,277,6-Max Multi-Entry,USD,,23601,6,465.69,"$22 Thursday Chameleon, $10K Gtd",105,
PartyPoker,"Tbspurin",419957806,20.0,2026-04-09 14:05,2026-04-09 19:14,353,2.0,H,No Limit,Normal,16.11,27,Bounty Multi-Entry,USD,,18548,9,38.11,"Daily Legends Predator: $7.5K Gtd",51,5.0
PokerStars,"$ampaioBruno",3988616157,20.0,2026-04-08 14:30,2026-04-08 23:17,2086,2.0,H,No Limit,Normal,-22.00,733,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,31668,8,,"$22 Mini Wednesday Surprise [Mystery Bounty], $50K Gtd",794,
PokerStars,"$ampaioBruno",3988616153,50.0,2026-04-08 13:30,2026-04-08 22:16,1209,5.0,H,No Limit,Normal,-55.00,1220,Bounty Progressive-Bounty Multi-Entry,USD,,31589,8,,"$55 Mini Bounty Builder HR [Progressive KO], $70K Gtd",417,
PartyPoker,"Tbspurin",419957776,50.0,2026-04-08 15:05,2026-04-08 22:11,272,5.0,H,No Limit,Normal,-55.00,209,Bounty Multi-Entry,USD,,25595,9,,"The Super $55: $15,000 Gtd",55,
iPoker,"noname2323",1158440751,22.75,2026-04-08 13:30,2026-04-08 21:47,358,2.25,H,No Limit,Normal,-50.00,276,Deep-Stack Multi-Entry,EUR,,29867,8,,"TFO|€10,000 WEDNESDAY SPECIAL",125,
iPoker,"noname2323",1158440751,22.75,2026-04-08 13:30,2026-04-08 21:47,358,2.25,H,No Limit,Normal,-50.00,392,Deep-Stack Multi-Entry,EUR,,29867,8,,"TFO|€10,000 WEDNESDAY SPECIAL",125,
PokerStars,"$ampaioBruno",3988619119,14.7,2026-04-08 14:30,2026-04-08 21:27,991,1.8,H,No Limit,Normal,-9.00,502,Bounty Progressive-Bounty Multi-Entry,USD,,25043,8,7.5,"Bounty Builder $16.50, $15K Gtd",177,7.5
PartyPoker,"Tbspurin",419957782,20.0,2026-04-08 17:05,2026-04-08 21:11,267,2.0,H,No Limit,Turbo,-22.00,181,Bounty Mystery-Bounty Multi-Entry,USD,,14781,7,,"Daily Legends 7-Max Early Mystery Turbo: $6K Gtd [MB starts when LR ends]",76,
iPoker,"noname2323",1159134878,22.75,2026-04-08 12:30,2026-04-08 21:04,460,2.25,H,No Limit,Normal,-19.31,252,Bounty Deep-Stack Multi-Entry,EUR,,30892,8,5.69,"€12,500 GTD BOUNTY KING",146,5.69
iPoker,"noname2323",1158441261,45.5,2026-04-08 14:30,2026-04-08 20:54,63,4.5,O,Pot Limit,Normal,-77.24,68,6-Max Bounty Deep-Stack Multi-Entry,EUR,,23080,6,,"TFO #24|MIDWEEK PLOVERS",50,22.76
iPoker,"noname2323",1158441261,45.5,2026-04-08 14:30,2026-04-08 20:54,63,4.5,O,Pot Limit,Normal,-77.24,37,6-Max Bounty Deep-Stack Multi-Entry,EUR,,23080,6,,"TFO #24|MIDWEEK PLOVERS",50,22.76
PokerStars,"$ampaioBruno",3988616174,52.38,2026-04-08 18:02,2026-04-08 20:08,221,2.62,H,No Limit,Super Turbo,-110.00,117,6-Max Multi-Entry,USD,,7577,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $12K Gtd",79,
PokerStars,"$ampaioBruno",3988616174,52.38,2026-04-08 18:02,2026-04-08 20:08,221,2.62,H,No Limit,Super Turbo,-110.00,277,6-Max Multi-Entry,USD,,7577,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $12K Gtd",79,
PokerStars,"$ampaioBruno",3988616145,24.55,2026-04-08 11:30,2026-04-08 20:03,883,2.45,H,No Limit,Normal,-27.00,398,Bounty Progressive-Bounty Multi-Entry,USD,,30839,8,,"$27 Daily Eliminator [Progressive KO], $25K Gtd",210,
WPN,"runnerB",34844130,20.0,2026-04-08 14:30,2026-04-08 19:55,259,2.0,H,No Limit,Normal,-22.00,183,Bounty Progressive-Bounty Multi-Entry,USD,,19519,8,,"PKO - $6,000 GTD",47,
PartyPoker,"Tbspurin",419957805,20.0,2026-04-08 14:05,2026-04-08 19:49,347,2.0,H,No Limit,Normal,-11.50,78,Bounty Multi-Entry,USD,,20653,9,10.5,"Daily Legends Predator: $6K Gtd",50,32.5
PartyPoker,"Tbspurin",419957805,20.0,2026-04-08 14:05,2026-04-08 19:49,347,2.0,H,No Limit,Normal,-11.50,394,Bounty Multi-Entry,USD,,20653,9,10.5,"Daily Legends Predator: $6K Gtd",50,32.5
iPoker,"noname2323",1159127088,27.3,2026-04-08 11:00,2026-04-08 19:38,610,2.7,H,No Limit,Normal,-23.17,411,Bounty Deep-Stack Multi-Entry,EUR,,31092,8,6.83,"€20,000 GTD ELIMINATOR",169,6.83
PartyPoker,"Tbspurin",419957978,20.0,2026-04-08 14:30,2026-04-08 19:11,157,2.0,H,No Limit,Normal,29.95,22,Multi-Entry,USD,,16858,9,51.95,"Daily Legends Clásico: $3K Gtd",21,
WPN,"runnerB",34843592,25.0,2026-04-08 12:30,2026-04-08 18:42,401,2.5,H,No Limit,Normal,9.47,34,Bounty Progressive-Bounty Multi-Entry,USD,,22341,8,36.97,"PKO - $10,000 GTD",84,9.38
WPN,"runnerB",34843280,15.0,2026-04-08 11:15,2026-04-08 18:22,461,1.5,H,No Limit,Normal,-16.50,261,Multi-Entry,USD,,25630,8,,"$10,000 GTD",158,
iPoker,"noname2323",1159117845,18.2,2026-04-08 09:00,2026-04-08 17:40,468,1.8,H,No Limit,Normal,-20.00,214,Bounty Deep-Stack Multi-Entry,EUR,,31200,8,,"€10,000 GTD 8-MAX",121,
iPoker,"noname2323",1159124545,22.75,2026-04-08 10:30,2026-04-08 17:35,419,2.25,H,No Limit,Normal,-25.00,178,Bounty Deep-Stack Multi-Entry,EUR,,25521,8,,"€10,000 GTD SUPER XL",111,
WPN,"runnerB",34839333,30.0,2026-04-07 17:30,2026-04-08 00:10,346,3.0,H,No Limit,Normal,-66.00,302,Bounty Mystery-Bounty Multi-Entry,USD,1,24039,8,,"Daily MB - $15,000 GTD",167,
PokerStars,"$ampaioBruno",3988619137,20.0,2026-04-07 17:30,2026-04-07 23:27,472,2.0,H,No Limit,Normal,-44.00,273,Bounty Progressive-Bounty Multi-Entry,USD,,21423,8,,"Bounty Builder $22, $10K Gtd",95,
PokerStars,"$ampaioBruno",3988619137,20.0,2026-04-07 17:30,2026-04-07 23:27,472,2.0,H,No Limit,Normal,-44.00,336,Bounty Progressive-Bounty Multi-Entry,USD,,21423,8,,"Bounty Builder $22, $10K Gtd",95,
WPN,"runnerB",34839205,30.0,2026-04-07 17:05,2026-04-07 23:09,208,3.0,H,No Limit,Normal,-66.00,60,Bounty Progressive-Bounty Multi-Entry,USD,1,21865,8,,"PKO - $7,500 GTD",25,
PokerStars(FR-ES-PT),"NeverLostFlip",3983883014,18.0,2026-04-07 18:00,2026-04-07 22:12,959,2.0,H,No Limit,Turbo,-20.00,346,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,EUR,,15144,8,,"SCOOP-112: €20 Mystery Cooldown [Mystery Bounty, 8-Max, Turbo], €17,500 guaranteed",406,
PokerStars,"$ampaioBruno",3988616081,9.8,2026-04-07 17:02,2026-04-07 22:08,1887,1.2,H,No Limit,Turbo,-11.00,750,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,USD,,18419,8,,"$11 Mini Daily Cooldown [Turbo, Mystery Bounty], $20K Gtd",748,
PokerStars(FR-ES-PT),"NeverLostFlip",3983883009,27.0,2026-04-07 16:00,2026-04-07 21:53,384,3.0,H,No Limit,Normal,-30.00,231,Multi-Entry,EUR,,21187,9,,"SCOOP-108: €30 GigaStack, €10,000 guaranteed",103,
PokerStars,"$ampaioBruno",3988616091,52.38,2026-04-07 18:02,2026-04-07 19:54,189,2.62,H,No Limit,Super Turbo,-110.00,115,6-Max Multi-Entry,USD,,6729,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $12K Gtd",69,
PokerStars,"$ampaioBruno",3988616091,52.38,2026-04-07 18:02,2026-04-07 19:54,189,2.62,H,No Limit,Super Turbo,-110.00,142,6-Max Multi-Entry,USD,,6729,6,,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $12K Gtd",69,
GGNetwork,"bicAA demAissss",274973382,23.0,2026-04-06 16:00,2026-04-07 02:09,2335,2.0,H,No Limit,Normal,-25.00,1988,Bounty,USD,,36542,8,,"GGMasters Bounty $25, $50K GTD",,
GGNetwork,"bicAA demAissss",274211072,13.8,2026-04-06 15:00,2026-04-07 00:50,8749,1.2,H,No Limit,Normal,31.30,377,Bounty Deep-Stack Multi-Entry,USD,,35402,8,46.3,"$15 Mini Monday Monster Stack [Bounty Edition]",3778,
GGNetwork,"bicAA demAissss",274992749,49.68,2026-04-06 17:30,2026-04-07 00:25,447,4.32,H,No Limit,Normal,-41.50,189,Bounty Deep-Stack Multi-Entry,USD,,24947,8,12.5,"Bounty Hunters Encore $54",84,
GGNetwork,"bicAA demAissss",274999034,23.0,2026-04-06 18:00,2026-04-06 23:45,1902,2.0,H,No Limit,Turbo,-25.00,1178,Bounty,USD,,20724,8,,"GGMasters Bounty Turbo $25, $40K GTD",,
GGNetwork,"bicAA demAissss",274974507,50.6,2026-04-06 16:05,2026-04-06 23:31,380,4.4,H,No Limit,Normal,-55.00,,Deep-Stack Multi-Entry,USD,,26812,8,,"Fifty Stack $55",116,
GGNetwork,"bicAA demAissss",274945570,23.0,2026-04-06 14:00,2026-04-06 23:07,2189,2.0,H,No Limit,Normal,-25.00,1255,,USD,,32873,8,,"GGMasters Classic $25, $45K GTD",,
WPN,"runnerB",34838265,30.0,2026-04-06 13:30,2026-04-06 23:03,627,3.0,H,No Limit,Normal,-99.00,219,Multi-Entry,USD,2,34428,8,,"Must Play Mondays - $20,000 GTD",216,
GGNetwork,"bicAA demAissss",274211065,23.0,2026-04-06 14:30,2026-04-06 22:54,6567,2.0,H,No Limit,Normal,-39.00,3509,Bounty Deep-Stack Multi-Entry,USD,,30241,8,,"$25 Bounty Overload [Monster Bounties]",2662,
GGNetwork,"bicAA demAissss",274211092,138.0,2026-04-06 16:40,2026-04-06 22:52,149,12.0,O,PNL,Normal,-250.00,94,6-Max Bounty Deep-Stack Multi-Entry,USD,,22376,6,,"$150 Omaholic Bounty [Big Bounties]",83,
PokerStars(FR-ES-PT),"NeverLostFlip",3983882990,9.0,2026-04-06 15:00,2026-04-06 22:35,2041,1.0,H,No Limit,Normal,-10.00,874,Multi-Entry,EUR,,27339,8,,"SCOOP-94: €10 GigaStack [8-Max], €17,500 guaranteed",789,
PokerStars,"$ampaioBruno",3988615978,50.0,2026-04-06 13:30,2026-04-06 22:33,1575,5.0,H,No Limit,Normal,-110.00,551,Bounty Progressive-Bounty Multi-Entry,USD,,32591,8,,"$55 Mini Bounty Builder HR [Progressive KO], $80K Gtd",565,
PokerStars,"$ampaioBruno",3988615978,50.0,2026-04-06 13:30,2026-04-06 22:33,1575,5.0,H,No Limit,Normal,-110.00,1468,Bounty Progressive-Bounty Multi-Entry,USD,,32591,8,,"$55 Mini Bounty Builder HR [Progressive KO], $80K Gtd",565,
GGNetwork,"bicAA demAissss",274211063,49.68,2026-04-06 13:30,2026-04-06 22:29,5450,4.32,H,No Limit,Normal,-95.50,3528,6-Max Bounty Deep-Stack Multi-Entry,USD,,32361,6,,"$54 Bounty Hunters Daily Main [6-Max]",2948,
WPN,"runnerB",34832764,15.0,2026-04-06 15:05,2026-04-06 22:23,623,1.5,H,No Limit,Normal,-33.00,406,Bounty Progressive-Bounty Multi-Entry,USD,1,26310,8,,"Must Play Mondays PKO - $10,000 GTD",179,
PokerStars,"$ampaioBruno",3988615983,20.0,2026-04-06 14:30,2026-04-06 22:22,1085,2.0,H,No Limit,Normal,-34.00,533,6-Max Bounty Progressive-Bounty Multi-Entry,USD,,28337,6,,"$22 Mini Monday 6-Max [Progressive KO], $20K Gtd",286,10.0
PokerStars,"$ampaioBruno",3988615983,20.0,2026-04-06 14:30,2026-04-06 22:22,1085,2.0,H,No Limit,Normal,-34.00,1177,6-Max Bounty Progressive-Bounty Multi-Entry,USD,,28337,6,,"$22 Mini Monday 6-Max [Progressive KO], $20K Gtd",286,10.0
GGNetwork,"bicAA demAissss",274211043,40.48,2026-04-06 12:30,2026-04-06 22:11,3193,3.52,H,No Limit,Normal,-88.00,,Bounty Deep-Stack Multi-Entry,USD,,34916,8,,"$44 Bounty Forty Stack",974,
GGNetwork,"bicAA demAissss",274920286,23.0,2026-04-06 12:00,2026-04-06 22:08,5237,2.0,H,No Limit,Normal,184.84,53,Bounty,USD,,36520,8,209.84,"GGMasters Bounty Warm-Up $25, $100K GTD",,
PokerStars(FR-ES-PT),"NeverLostFlip",3983891281,45.0,2026-04-05 15:00,2026-04-06 21:42,2199,5.0,H,No Limit,Normal,68.10,50,Multi-Entry,EUR,,110546,8,118.1,"SCOOP-84: Spicy 50 [8-Max], €40,000 for first!, €150,000 Guaranteed",1018,
GGNetwork,"bicAA demAissss",275497481,138.0,2026-04-06 18:10,2026-04-06 21:40,56,12.0,H,No Limit,Normal,-150.00,,Satellite Deep-Stack Multi-Entry,USD,,12642,8,,"$150 EXPRESS to $10K Bracelet Pass - $500K GTD [Stage 1]",4,
PokerStars,"$ampaioBruno",3988615991,30.0,2026-04-06 16:30,2026-04-06 21:21,393,3.0,H,No Limit,Normal,-33.00,229,Bounty Progressive-Bounty Multi-Entry,USD,,17491,8,,"Meteor $33 [8-Max, Progressive KO], $10K Gtd",52,
GGNetwork,"bicAA demAissss",274994886,49.68,2026-04-06 17:40,2026-04-06 21:19,41,4.32,O,PNL,Normal,419.12,2,6-Max Bounty Multi-Entry,USD,,13158,6,473.12,"Omaholic Bounty $54",14,
GGNetwork,"bicAA demAissss",274926199,13.8,2026-04-06 12:30,2026-04-06 20:54,3741,1.2,H,No Limit,Normal,12.59,293,Bounty Multi-Entry,USD,,30265,8,27.59,"Bounty Hunters Special $15",1031,
GGNetwork,"bicAA demAissss",274211066,49.68,2026-04-06 14:40,2026-04-06 20:50,372,4.32,O,PNL,Normal,-203.50,122,6-Max Bounty Deep-Stack Multi-Entry,USD,,22246,6,,"$54 Omaholic Bounty Fifty Stack",232,
PokerStars,"$ampaioBruno",3988616001,52.38,2026-04-06 18:02,2026-04-06 20:09,296,2.62,H,No Limit,Super Turbo,2555.22,2,6-Max Multi-Entry,USD,,7640,6,2610.22,"$55 Daily Supersonic [6-Max, Hyper-Turbo], $15K Gtd",96,
PokerStars(FR-ES-PT),"NeverLostFlip",3983882987,27.0,2026-04-06 13:00,2026-04-06 19:35,623,3.0,H,No Limit,Normal,-90.00,269,Multi-Entry,EUR,,23744,8,,"SCOOP-91: €30 April Showers [8-Max], €12,500 guaranteed",179,
PokerStars(FR-ES-PT),"NeverLostFlip",3983882987,27.0,2026-04-06 13:00,2026-04-06 19:35,623,3.0,H,No Limit,Normal,-90.00,559,Multi-Entry,EUR,,23744,8,,"SCOOP-91: €30 April Showers [8-Max], €12,500 guaranteed",179,
PokerStars(FR-ES-PT),"NeverLostFlip",3983882987,27.0,2026-04-06 13:00,2026-04-06 19:35,623,3.0,H,No Limit,Normal,-90.00,571,Multi-Entry,EUR,,23744,8,,"SCOOP-91: €30 April Showers [8-Max], €12,500 guaranteed",179,
GGNetwork,"bicAA demAissss",274968630,99.36,2026-04-06 15:40,2026-04-06 19:10,34,8.64,O,PNL,Normal,286.47,5,6-Max Bounty Deep-Stack Multi-Entry,USD,,12622,6,394.47,"Omaholic Bounty Deepstack $108",12,
GGNetwork,"bicAA demAissss",274211045,40.48,2026-04-06 12:40,2026-04-06 19:06,456,3.52,O,PNL,Normal,-88.00,,6-Max Bounty Deep-Stack Multi-Entry,USD,,23166,6,,"$44 Omaholic Bounty Forty Stack",222,
PokerStars,"$ampaioBruno",3987720333,100.0,2026-04-05 14:05,2026-04-06 17:41,3737,9.0,H,No Limit,Normal,-9.00,907,Bounty Progressive-Bounty Multi-Entry,USD,,99406,8,100.0,"$109 Sunday Special [Progressive KO], $400K Gtd - 2-Day Event",1138,100.0
GGNetwork,"bicAA demAissss",274729176,138.0,2026-04-05 14:00,2026-04-06 17:06,7434,12.0,H,No Limit,Normal,-150.00,1597,,USD,,97591,8,,"GGMasters $150, $1M GTD [2-Day Event]",,
PokerStars,"$ampaioBruno",3986897953,50.0,2026-04-05 13:30,2026-04-05 23:16,3257,5.0,H,No Limit,Normal,-165.00,1775,Bounty Progressive-Bounty Multi-Entry,USD,,35199,8,,"$55 Mini Bounty Builder HR [Progressive KO], $200K Gtd",1079,
PokerStars,"$ampaioBruno",3986897953,50.0,2026-04-05 13:30,2026-04-05 23:16,3257,5.0,H,No Limit,Normal,-165.00,2787,Bounty Progressive-Bounty Multi-Entry,USD,,35199,8,,"$55 Mini Bounty Builder HR [Progressive KO], $200K Gtd",1079,
PokerStars,"$ampaioBruno",3986897953,50.0,2026-04-05 13:30,2026-04-05 23:16,3257,5.0,H,No Limit,Normal,-165.00,4189,Bounty Progressive-Bounty Multi-Entry,USD,,35199,8,,"$55 Mini Bounty Builder HR [Progressive KO], $200K Gtd",1079,
WPN,"runnerB",34791463,20.0,2026-04-05 13:30,2026-04-05 23:16,2622,2.0,H,No Limit,Normal,-66.00,1689,Multi-Entry,USD,2,35185,8,,"Sunday Smash - $75,000 GTD",1192,
WPN,"runnerB",34818624,30.0,2026-04-05 12:05,2026-04-05 22:08,1098,3.0,H,No Limit,Normal,59.25,48,Multi-Entry,USD,1,36226,8,125.25,"Drew's Derby - $50,000 GTD",460,
PokerStars(FR-ES-PT),"NeverLostFlip",3983882980,18.0,2026-04-05 15:00,2026-04-05 22:05,2911,2.0,H,No Limit,Turbo,211.94,73,Bounty Progressive-Bounty Mystery-Bounty Multi-Entry,EUR,,25527,9,231.94,"SCOOP-83: €20 The Classic [Mystery Bounty, Turbo], €60,000 guaranteed",941,192.33
